,ID,Customer ID,Region,Store,Date,Week,Phone Type,Phone Model,Agreement,Tenure,Credit Category,Down payment,Per Month for phone,Plan For,Type,Plan Name,Line,per month for plan ,Price
859,860,###,South,Store 11,2/18/2017,7,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Promo,Unlimited Freedom,5,120,72.92
860,861,###,West,Store 12,2/1/2017,5,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,3,90,27.09
861,862,###,Midwest,Store 10,1/28/2017,4,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,5,150,246.88
862,863,###,South,Store 7,3/10/2017,10,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,1,50,32.09
863,864,###,West,Store 12,3/20/2017,12,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,1,60,243.75
864,865,###,Midwest,Store 6,2/22/2017,8,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Regular,Unlimited Freedom,1,60,122.09
865,866,###,South,Store 7,1/20/2017,3,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Regular,Unlimited Freedom,2,80,223.75
866,867,###,North East,Store 13,2/19/2017,8,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Regular,Unlimited Freedom,3,90,206.42
867,868,###,North East,Store 13,1/10/2017,2,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,2,80,34.96
868,869,###,North East,Store 13,1/6/2017,1,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Promo,Unlimited Freedom,1,50,24
869,870,###,Midwest,Store 10,1/17/2017,3,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Promo,Unlimited Freedom,5,120,27.09
870,871,###,South,Store 19,3/21/2017,12,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Promo,Unlimited Freedom,5,120,26.25
871,872,###,Midwest,Store 2,2/7/2017,6,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Regular,Unlimited Freedom,4,120,122.09
872,873,###,West,Store 12,2/10/2017,6,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,3,90,31.25
873,874,###,South,Store 19,3/12/2017,11,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Regular,Unlimited Freedom,3,90,206.42
874,875,###,Midwest,Store 14,1/2/2017,1,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,4,120,34.96
875,876,###,West,Store 20,1/19/2017,3,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Regular,Unlimited Freedom,1,60,26.25
876,877,###,Midwest,Store 6,1/21/2017,3,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,4,120,34.96
877,878,###,West,Store 4,1/26/2017,4,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Regular,Unlimited Freedom,1,60,168.76
878,879,###,South,Store 3,2/16/2017,7,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,1,60,31.25
879,880,###,North East,Store 5,1/25/2017,4,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Regular,Unlimited Freedom,5,150,206.42
880,881,###,Midwest,Store 2,1/23/2017,4,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Promo,Unlimited Freedom,5,120,122.09
881,882,###,South,Store 11,3/20/2017,12,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Regular,Unlimited Freedom,5,150,170.84
882,883,###,North East,Store 1,3/18/2017,11,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,1,60,243.75
883,884,###,North East,Store 17,3/26/2017,13,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,4,120,34.96
884,885,###,North East,Store 13,3/11/2017,10,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,5,150,11
885,886,###,North East,Store 5,3/12/2017,11,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Promo,Unlimited Freedom,5,120,170.8
886,887,###,Midwest,Store 10,1/25/2017,4,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Promo,Unlimited Freedom,1,50,25
887,888,###,North East,Store 9,3/13/2017,11,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,1,60,34.96
888,889,###,West,Store 8,2/13/2017,7,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,5,150,34.96
889,890,###,West,Store 4,1/6/2017,1,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,5,150,31.25
890,891,###,North East,Store 1,3/17/2017,11,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,1,50,32.09
891,892,###,Midwest,Store 14,1/27/2017,4,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Promo,Unlimited Freedom,1,50,170.8
892,893,###,South,Store 7,2/27/2017,9,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Regular,Unlimited Freedom,5,150,25
893,894,###,West,Store 20,3/10/2017,10,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Regular,Unlimited Freedom,3,90,24
894,895,###,South,Store 15,3/28/2017,13,Android,Samsung J7 Perx,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,4,120,11
895,896,###,South,Store 19,3/8/2017,10,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Promo,Unlimited Freedom,5,120,27.09
896,897,###,Midwest,Store 14,1/15/2017,3,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,4,120,27.09
897,898,###,Midwest,Store 18,1/9/2017,2,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,2,80,243.75
898,899,###,South,Store 11,2/5/2017,6,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Promo,Unlimited Freedom,5,120,72.92
899,900,###,West,Store 4,3/12/2017,11,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Regular,Unlimited Freedom,3,90,25
900,901,###,South,Store 11,3/12/2017,11,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,3,90,243.75
901,902,###,Midwest,Store 2,3/11/2017,10,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,4,120,27.09
902,903,###,South,Store 7,1/22/2017,4,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,2,80,35.42
903,904,###,North East,Store 13,1/7/2017,1,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,4,120,32.09
904,905,###,North East,Store 17,2/22/2017,8,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Promo,Unlimited Freedom,5,120,34.96
905,906,###,Midwest,Store 14,2/18/2017,7,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Promo,Unlimited Freedom,1,50,170.8
906,907,###,Midwest,Store 18,3/27/2017,13,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,3,90,246.88
907,908,###,West,Store 4,3/10/2017,10,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Promo,Unlimited Freedom,1,50,170.8
908,909,###,South,Store 7,1/9/2017,2,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Regular,Unlimited Freedom,2,80,25
909,910,###,West,Store 8,1/16/2017,3,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Regular,Unlimited Freedom,4,120,170.84
910,911,###,North East,Store 5,2/2/2017,5,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Promo,Unlimited Freedom,1,50,30.96
911,912,###,South,Store 7,2/6/2017,6,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Regular,Unlimited Freedom,3,90,72.92
912,913,###,South,Store 3,3/19/2017,12,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,5,120,32.09
913,914,###,Midwest,Store 14,3/28/2017,13,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Regular,Unlimited Freedom,2,80,26.25
914,915,###,South,Store 19,1/1/2017,1,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Promo,Unlimited Freedom,5,120,72.92
915,916,###,North East,Store 5,3/9/2017,10,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,2,80,243.75
916,917,###,South,Store 11,2/28/2017,9,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Regular,Unlimited Freedom,1,60,223.75
917,918,###,West,Store 4,2/17/2017,7,Android,Samsung S8+,Lease,18,Building Credit,250,21.54,Phone,Promo,Unlimited Freedom,1,50,271.54
918,919,###,North East,Store 9,1/22/2017,4,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Regular,Unlimited Freedom,2,80,24
919,920,###,West,Store 20,3/20/2017,12,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,1,50,32.09
920,921,###,Midwest,Store 2,1/25/2017,4,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,3,90,11
921,922,###,Midwest,Store 2,2/18/2017,7,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Promo,Unlimited Freedom,1,50,25
922,923,###,West,Store 4,3/8/2017,10,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,2,80,31.25
923,924,###,South,Store 19,2/7/2017,6,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Promo,Unlimited Freedom,1,50,122.09
924,925,###,Midwest,Store 14,2/4/2017,5,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,4,120,220.98
925,926,###,North East,Store 5,2/28/2017,9,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Promo,Unlimited Freedom,5,120,170.84
926,927,###,West,Store 16,3/28/2017,13,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,2,80,243.75
927,928,###,West,Store 20,3/25/2017,12,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,2,80,35.42
928,929,###,Midwest,Store 10,2/1/2017,5,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,5,120,32.09
929,930,###,North East,Store 17,3/22/2017,12,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,4,120,243.75
930,931,###,Midwest,Store 10,1/6/2017,1,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Promo,Unlimited Freedom,5,120,170.84
931,932,###,South,Store 15,2/7/2017,6,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,3,90,34.96
932,933,###,West,Store 16,3/9/2017,10,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Promo,Unlimited Freedom,1,50,22.09
933,934,###,West,Store 12,1/9/2017,2,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,1,60,246.88
934,935,###,North East,Store 5,1/5/2017,1,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,1,60,11
935,936,###,South,Store 3,1/28/2017,4,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Regular,Unlimited Freedom,5,150,30.96
936,937,###,West,Store 4,2/14/2017,7,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,3,90,34.96
937,938,###,North East,Store 17,3/8/2017,10,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Regular,Unlimited Freedom,4,120,168.76
938,939,###,West,Store 20,2/7/2017,6,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,2,80,243.75
939,940,###,North East,Store 9,3/13/2017,11,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Promo,Unlimited Freedom,1,50,170.84
940,941,###,North East,Store 17,2/3/2017,5,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Promo,Unlimited Freedom,1,50,93.96
941,942,###,West,Store 20,2/5/2017,6,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Promo,Unlimited Freedom,5,120,26.25
942,943,###,Midwest,Store 14,1/9/2017,2,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Regular,Unlimited Freedom,2,80,25
943,944,###,North East,Store 5,1/8/2017,2,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,3,90,31.25
944,945,###,West,Store 4,2/4/2017,5,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Promo,Unlimited Freedom,1,50,168.76
945,946,###,North East,Store 5,3/14/2017,11,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Regular,Unlimited Freedom,3,90,22.09
946,947,###,North East,Store 1,2/28/2017,9,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Regular,Unlimited Freedom,2,80,170.8
947,948,###,South,Store 3,1/4/2017,1,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,2,80,27.09
948,949,###,West,Store 20,3/22/2017,12,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Promo,Unlimited Freedom,1,50,170.84
949,950,###,Midwest,Store 18,1/25/2017,4,Android,LG G6,Installment,24,Good Credit,0,14.75,Phone,Regular,Unlimited Freedom,4,120,14.75
950,951,###,North East,Store 9,3/27/2017,13,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Promo,Unlimited Freedom,5,120,34.96
951,952,###,West,Store 8,1/6/2017,1,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Regular,Unlimited Freedom,2,80,26.25
952,953,###,West,Store 4,3/13/2017,11,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Promo,Unlimited Freedom,5,120,11
953,954,###,North East,Store 5,2/16/2017,7,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,1,60,31.25
954,955,###,Midwest,Store 18,2/26/2017,9,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,5,150,243.75
955,956,###,Midwest,Store 2,1/10/2017,2,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,3,90,32.09
956,957,###,South,Store 15,1/7/2017,1,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Regular,Unlimited Freedom,1,60,72.92
957,958,###,Midwest,Store 6,1/13/2017,2,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,3,90,32.09
958,959,###,North East,Store 13,1/12/2017,2,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,4,120,35.42
959,960,###,North East,Store 13,1/19/2017,3,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,1,60,27.09
960,961,###,West,Store 4,1/15/2017,3,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Regular,Unlimited Freedom,1,60,170.84
961,962,###,West,Store 20,1/23/2017,4,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Regular,Unlimited Freedom,2,80,168.76
962,963,###,Midwest,Store 14,1/11/2017,2,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,4,120,31.25
963,964,###,Midwest,Store 18,1/15/2017,3,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Regular,Unlimited Freedom,3,90,170.8
964,965,###,North East,Store 17,2/5/2017,6,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Regular,Unlimited Freedom,1,60,275
965,966,###,North East,Store 1,3/8/2017,10,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,4,120,243.75
966,967,###,Midwest,Store 18,2/28/2017,9,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Promo,Unlimited Freedom,1,50,24
967,968,###,West,Store 4,2/14/2017,7,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,3,90,246.88
968,969,###,South,Store 3,2/14/2017,7,Android,LG G6,Installment,24,Good Credit,0,14.75,Phone,Promo,Unlimited Freedom,5,120,14.75
969,970,###,North East,Store 9,1/24/2017,4,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,3,90,220.98
970,971,###,West,Store 20,3/12/2017,11,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Promo,Unlimited Freedom,5,120,27.09
971,972,###,Midwest,Store 2,1/15/2017,3,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,5,150,31.25
972,973,###,West,Store 4,1/20/2017,3,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,5,150,35.42
973,974,###,South,Store 15,2/14/2017,7,Android,LG G6,Installment,24,Good Credit,0,14.75,Phone,Regular,Unlimited Freedom,2,80,14.75
974,975,###,South,Store 11,2/23/2017,8,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,4,120,32.09
975,976,###,West,Store 8,1/16/2017,3,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,2,80,11
976,977,###,West,Store 8,3/1/2017,9,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,2,80,35.42
977,978,###,West,Store 8,1/26/2017,4,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Promo,Unlimited Freedom,1,50,27.09
978,979,###,West,Store 20,2/10/2017,6,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,4,120,32.09
979,980,###,Midwest,Store 2,2/3/2017,5,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Regular,Unlimited Freedom,4,120,206.42
980,981,###,Midwest,Store 2,1/19/2017,3,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Promo,Unlimited Freedom,5,120,25
981,982,###,Midwest,Store 14,1/16/2017,3,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Promo,Unlimited Freedom,1,50,170.84
982,983,###,Midwest,Store 18,3/13/2017,11,Android,Samsung S8+,Lease,18,Building Credit,250,21.54,Phone,Regular,Unlimited Freedom,4,120,271.54
983,984,###,South,Store 11,3/17/2017,11,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Promo,Unlimited Freedom,5,120,122.09
984,985,###,Midwest,Store 2,3/1/2017,9,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,3,90,31.25
985,986,###,North East,Store 5,2/18/2017,7,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Regular,Unlimited Freedom,5,150,122.09
986,987,###,Midwest,Store 10,1/20/2017,3,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,4,120,246.88
987,988,###,West,Store 20,2/17/2017,7,Android,Samsung J3 Emerge,Installment,24,Good Credit,0,7,Phone,Regular,Unlimited Freedom,5,150,7
988,989,###,Midwest,Store 2,2/8/2017,6,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Promo,Unlimited Freedom,5,120,25
989,990,###,North East,Store 13,3/19/2017,12,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Regular,Unlimited Freedom,2,80,26.25
990,991,###,North East,Store 13,1/20/2017,3,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Regular,Unlimited Freedom,5,150,24
991,992,###,West,Store 12,3/9/2017,10,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Regular,Unlimited Freedom,4,120,24
992,993,###,West,Store 20,2/15/2017,7,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Promo,Unlimited Freedom,5,120,27.09
993,994,###,South,Store 3,2/6/2017,6,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,5,150,34.96
994,995,###,North East,Store 1,1/25/2017,4,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Regular,Unlimited Freedom,1,60,122.09
995,996,###,West,Store 12,1/18/2017,3,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,1,60,93.96
996,997,###,Midwest,Store 6,3/22/2017,12,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,3,90,246.88
997,998,###,South,Store 15,1/18/2017,3,Android,Samsung J3 Emerge,Installment,24,Good Credit,0,7,Phone,Regular,Unlimited Freedom,1,60,7
998,999,###,West,Store 16,1/12/2017,2,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Regular,Unlimited Freedom,5,150,122.09
999,1000,###,North East,Store 13,1/17/2017,3,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Regular,Unlimited Freedom,4,120,24
1000,1001,###,South,Store 11,3/18/2017,11,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Promo,Unlimited Freedom,1,50,35.42
1001,1002,###,West,Store 4,3/21/2017,12,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Regular,Unlimited Freedom,5,150,168.76
1002,1003,###,North East,Store 5,1/18/2017,3,Android,Samsung J7 Perx,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,2,80,11
1003,1004,###,Midwest,Store 6,1/3/2017,1,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Regular,Unlimited Freedom,1,60,223.75
1004,1005,###,North East,Store 5,1/4/2017,1,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Regular,Unlimited Freedom,2,80,170.84
1005,1006,###,South,Store 7,3/21/2017,12,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,1,60,31.25
1006,1007,###,North East,Store 1,3/23/2017,12,Android,Samsung S8+,Lease,18,Building Credit,250,21.54,Phone,Promo,Unlimited Freedom,5,120,271.54
1007,1008,###,Midwest,Store 14,3/20/2017,12,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Promo,Unlimited Freedom,1,50,34.96
1008,1009,###,North East,Store 13,3/7/2017,10,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,1,60,27.09
1009,1010,###,South,Store 11,3/18/2017,11,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,5,150,34.96
1010,1011,###,West,Store 4,2/23/2017,8,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,5,150,31.25
1011,1012,###,North East,Store 13,1/13/2017,2,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,1,60,246.88
1012,1013,###,Midwest,Store 6,3/3/2017,9,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,2,80,31.25
1013,1014,###,North East,Store 5,1/12/2017,2,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Regular,Unlimited Freedom,3,90,206.42
1014,1015,###,North East,Store 17,2/9/2017,6,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Regular,Unlimited Freedom,3,90,223.75
1015,1016,###,Midwest,Store 10,3/15/2017,11,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Regular,Unlimited Freedom,1,60,170.8
1016,1017,###,West,Store 12,3/6/2017,10,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Regular,Unlimited Freedom,5,150,206.42
1017,1018,###,West,Store 16,3/1/2017,9,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Promo,Unlimited Freedom,5,120,122.09
1018,1019,###,Midwest,Store 10,1/23/2017,4,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,3,90,35.42
1019,1020,###,North East,Store 5,3/23/2017,12,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,3,90,11
1020,1021,###,South,Store 19,1/17/2017,3,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,2,80,32.09
1021,1022,###,West,Store 16,1/13/2017,2,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Promo,Unlimited Freedom,5,120,93.96
1022,1023,###,South,Store 3,3/22/2017,12,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Regular,Unlimited Freedom,5,150,30.96
1023,1024,###,Midwest,Store 14,3/1/2017,9,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Promo,Unlimited Freedom,1,50,246.88
1024,1025,###,West,Store 20,3/11/2017,10,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Promo,Unlimited Freedom,5,120,25
1025,1026,###,Midwest,Store 14,2/3/2017,5,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,1,60,27.09
1026,1027,###,North East,Store 5,2/17/2017,7,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,3,90,31.25
1027,1028,###,West,Store 12,2/13/2017,7,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Promo,Unlimited Freedom,1,50,122.09
1028,1029,###,Midwest,Store 2,1/26/2017,4,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Regular,Unlimited Freedom,5,150,24
1029,1030,###,Midwest,Store 10,1/2/2017,1,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Promo,Unlimited Freedom,1,50,27.09
1030,1031,###,Midwest,Store 2,1/18/2017,3,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Regular,Unlimited Freedom,3,90,170.8
1031,1032,###,South,Store 11,3/9/2017,10,Android,Samsung S8+,Lease,18,Building Credit,250,21.54,Phone,Promo,Unlimited Freedom,5,120,271.54
1032,1033,###,South,Store 3,2/15/2017,7,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Promo,Unlimited Freedom,1,50,93.96
1033,1034,###,Midwest,Store 6,2/28/2017,9,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,3,90,31.25
1034,1035,###,North East,Store 13,1/28/2017,4,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Promo,Unlimited Freedom,1,50,220.98
1035,1036,###,South,Store 15,2/10/2017,6,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Promo,Unlimited Freedom,5,120,246.88
